model_id,sysml_path,txt_path,split,quality,category,likert_score,similarity_percent,structure_score,behavior_score,data_score,token_recall_percent,parse_status,matched_terms,missing_terms
428,data/000428/000428.sysml,data/000428/000428.txt,agent,B,medical,3,58.7,69.6,47.8,46.5,63.2,ok,Colliculus | Ventral | Dorsal | Motor | SpatialInformation | ConsciousPercept,VisualInputPort | retinaToV1Right | retinaToV1Left | processingConfidence: ConfidenceLevel | subjectiveConfidence: ConfidenceLevel | visuomotorResponse MotorCommand
429,data/000429/000429.sysml,data/000429/000429.txt,agent,B,medical,4,69.4,87.2,55.4,48.3,73,ok,Irrigation Lumen | Drainage Lumen | Balloon | Tip | BonannoSuprapubicCatheter | InflatableBalloon,innerDiameter: CatheterDiameter | outerDiameter: CatheterDiameter | eyeletDiameter: LengthValue | totalLength: CatheterLength | FluidOutputPort | FluidInputPort
430,data/000430/000430.sysml,data/000430/000430.txt,agent,B,medical,4,66.8,83.8,47.9,58.7,68.8,ok,Thermal Sensor | SignalProcessingUnit | DiagnosticAlgorithm | OpticalBiosensor | DiagnosticData | TissueSample,signalInput: SignalStrengthValue | signalInput: SignalStrengthValue | detectionRangeMin: ConcentrationValue | detectionRangeMax: ConcentrationValue | Initialize | Calibrate
431,data/000431/000431.sysml,data/000431/000431.txt,agent,B,medical,3,57,74.2,37.6,51,57.9,ok,Centrifuge System | Temperature Control | Safety System | Motor | Rotor | Sample,retrievedMaterials SeparatedMaterial | duration ISQ TimeValue | Controller | Abort Operation | Regulate Temp | Assign
432,data/000432/000432.sysml,data/000432/000432.txt,agent,B,medical,4,67.3,85.4,46.2,55.7,72,ok,Intervention Controller | Analysis Processor | Response Team | Sensor Array | Data Archive | ClinicalAnalysisProcessor,evaluate.riskScore <= 0.5 | evaluate.riskScore > 0.8 | evaluate.riskScore <= 0.5 | evaluate.riskScore > 0.8 | vitalsOut: VitalSignsOutputPort | AlertOutputPort
433,data/000433/000433.sysml,data/000433/000433.txt,agent,B,medical,3,58.5,66.5,57.8,52.2,51.9,ok,Cochlear Implant System | Transmitter | Microphone | Processor | EncodedStimulusPattern | Transmit,sensitivityRange: SoundPressureLevel | AnalogSignalPort | DigitalDataPort | Capture Acoustic Signal | current: ISQ ElectricCurrentValue | frequencyResponse: FrequencyBand
434,data/000434/000434.sysml,data/000434/000434.txt,agent,B,medical,4,72.3,77.8,58.4,74.5,78.5,ok,Transmitter | Receiver | Sensor | GlucoseReading | Generate Alert | GlucoseConcentration,DisplayInterfacePort | UserInterfacePort | Assign | Decision1
435,data/000435/000435.sysml,data/000435/000435.txt,agent,B,medical,3,52.6,66.2,45.3,42,48.2,ok,Coronary Stent System | Coating | DrugCoating | Inflate | Deflate | Expand,navigate.positioned | Inflate | stentDiameter: LengthValue | not navigate.positioned | vesselDiameter LengthValue | stentDiameter LengthValue | not navigate.positioned
436,data/000436/000436.sysml,data/000436/000436.txt,agent,B,medical,3,58.9,65,46.8,66,59,ok,Safety Circuit | Waveform Gen | Current Reg | Battery | Ui | TherapyParameters,ElectricalInputPort | ControlSignalPort | Measure Electrode Impedance | impedanceTest.contactQuality >= 0.7 | testCurrent Microampere | impedanceTest.contactQuality >= 0.7
437,data/000437/000437.sysml,data/000437/000437.txt,agent,B,medical,3,63.5,69.1,50.3,65.2,69.2,ok,PowerManagementUnit | BiometricSensor | TherapyParameters | Vitals Sensor | TherapySignal | PatientVitals,ControlInterfacePort | TherapyDeliveryPort | therapyDeliveryLink | operationalState: String | Main Controller | Done
438,data/000438/000438.sysml,data/000438/000438.txt,agent,B,medical,4,75.1,92.4,66,48.9,77.1,ok,Cytocentrifuge System | Slide Carrier | User Panel | Controller | Safety | Rotor,Decelerate | Done | AccelerationValue | decelerationRate AccelerationValue | accelerationRate AccelerationValue | preparationTimestamp: TimeValue
439,data/000439/000439.sysml,data/000439/000439.txt,agent,B,medical,4,77.9,94.1,75.3,43.5,79.5,ok,Structure | Reservoir | DapivirineVaginalRing | VaginalEnvironment | DrugReservoir | vaginalRing,releaseRatePerDay: ISQ MassValue | material: SiliconeElastomer | drugDeliveryPort: inline | initialLoad: ISQ MassValue | Done | usageDuration ISQ TimeValue
440,data/000440/000440.sysml,data/000440/000440.txt,agent,B,medical,3,62.2,62,68.8,51.9,61.8,ok,ImplantablePulseGenerator | NeuralTissue | battery | Calculate | Generate | Deliver,amplitude: ISQ ElectricCurrentValue • frequency: ISQ FrequencyValue • pulseWidth: ISQ DurationValue | amplitude: ISQ ElectricCurrentValue • frequency: ISQ FrequencyValue • pulseWidth: ISQ DurationValue | adjustedFrequency ISQ FrequencyValue | measuredActivity: Real • pathologyPresent: Boolean | measuredActivity: Real • pathologyPresent: Boolean | adjustedAmplitude ISQ ElectricCurrentValue
441,data/000441/000441.sysml,data/000441/000441.txt,agent,B,medical,3,64.2,63.9,55.5,73.3,68.5,ok,Energy Storage | Controller | Battery | ElectrodePads | energyStorage | controller,Perform Safety Check | Post Shock Pause | TherapyOutputPort | PowerSupplyPort | visualIndication String | Defibrillation System
442,data/000442/000442.sysml,data/000442/000442.txt,agent,B,medical,3,66,91.4,36.1,56.7,68.8,ok,Digital Pill Adherence System | Transmitter | Medication | Sensor | MobileApplication | RadioTransmitter,PowerGenerationPort | electricPotential ISQ ElectricPotentialValue | releasedDose DosageAmount | Terminate Operation | Await Ingestion | Release Drug
443,data/000443/000443.sysml,data/000443/000443.txt,agent,B,medical,4,68.2,91.3,47.7,54.3,66.7,ok,Dilators | DilatorInstrument | SterileLubricant | Clinician | Patient | Sterilize,TherapeuticApplicationPort | targetDepth InsertionDepthValue | comfortLevel ComfortScore | Abort Sequence | Lubricate | Assign
444,data/000444/000444.sysml,data/000444/000444.txt,agent,B,medical,3,55.1,58.3,58.5,33.9,60.1,ok,DripChamber | AirVent | Generate Alarm | patientConnection | dripChamber | ivBag,DropFormationDevice | FluidOutletPort | FluidInletPort | newClampPosition Real | currentFillLevel: LengthValue | minFillLevel: LengthValue
445,data/000445/000445.sysml,data/000445/000445.txt,agent,B,industrial,3,63.1,80.1,46.7,44.7,68.9,ok,Humidity Sensor | Loading System | Controller | Chamber | Safety | EnvironmentalProfile,setpointTemp TemperatureSetpoint | currentTemp ThermodynamicTemperatureValue | finalTemp ThermodynamicTemperatureValue | insulation | Generate Report | Done
446,data/000446/000446.sysml,data/000446/000446.txt,agent,B,medical,4,66.1,85,42.5,57.7,70.6,ok,Endobronchial Valve System | Bronchus | Valve | anchoringMechanism | Air | LungVolume,detectPhase.phase == RespiratoryPhase exhalation | Allow Exhalation | detectPhase.phase == RespiratoryPhase inhalation | Block Inhalation | AirFlowRate | flowRate: AirFlowRate | detectPhase.phase == RespiratoryPhase exhalation | detectPhase.phase == RespiratoryPhase inhalation
447,data/000447/000447.sysml,data/000447/000447.txt,agent,B,medical,3,63.8,85.5,52.9,30.4,66,ok,Endoscope System | Control Console | Video Processor | Insertion Tube | Light Source | Image Sensor,IlluminationInputPort | FluidDeliveryPort | articulationCommands ArticulationAngle | achievedAngle ArticulationAngle | removedFluid VolumeValue | videoData VideoStream
448,data/000448/000448.sysml,data/000448/000448.txt,agent,B,medical,3,59.8,80.2,38.1,48.9,61.8,ok,Esophageal Stent System | Distal Flange | Covering | Lumen | Mesh | EsophagealTissue,TissueInterfacePort | Sustain Expansion | Handle Occlusion | Assign | Done | DeploymentPort
449,data/000449/000449.sysml,data/000449/000449.txt,agent,B,medical,4,80.1,83.8,76.8,71.6,84,ok,Control Processor | Glucose Sensor | Safety Monitor | User Interface | Insulin Pump | Data Logger,Determine | RegulatoryClassification | OperationalMode | Decision1 | confirmed Boolean
450,data/000450/000450.sysml,data/000450/000450.txt,agent,B,medical,4,67,84.8,55.3,44.9,68.7,ok,Gait Belt System | Webbing | Handles | Buckle | GripHandle | Caregiver,monitorPatient.balanceStatus >= 0.3 and monitorPatient.balanceStatus < 0.6 | Correct Instability | balanceStatus: BalanceIndex | balanceStatus BalanceIndex | supportVector String | gripPosition String | Done | Decision1
451,data/000451/000451.sysml,data/000451/000451.txt,agent,B,medical,3,59.6,79.9,40.6,44.3,61.5,ok,Gastric Balloon System | Inflation Pump | Deflation Pump | Catheter | Balloon | Monitor,temperatureAlarmThreshold: ISQ ThermodynamicTemperatureValue | salineReservoirCapacity: ISQ VolumeValue | sensorInputPort | finalPressure ISQ PressureValue | finalVolume ISQ VolumeValue | Emergency Deflate | currentVolume: ISQ VolumeValue
452,data/000452/000452.sysml,data/000452/000452.txt,agent,B,medical,2,42.3,50.8,27.9,44.8,44.6,ok,Cellulose | GastricFluid | Stomach | Gastric | largeIntestine | Gelesis100 Weight Management System,CelluloseCrosslinkedPolymer | OralIntakePort | cellulose: CelluloseCrosslinkedPolymer | satietySignal: SatietyIndex | intakePort: OralIntakePort | waterContent: MassValue
453,data/000453/000453.sysml,data/000453/000453.txt,agent,B,medical,3,63.6,93.7,40.3,45.4,58,ok,Medical Glove System | Barrier | Texture | Cuff | BarrierMaterial | TexturedSurface,exposureLevel ContaminationLevel | gripQuality GripStrength | gripCoefficient: GripStrength | externalExposure: ContaminationLevel | patternDepth: ISQ LengthValue | Maintain Function
454,data/000454/000454.sysml,data/000454/000454.txt,agent,B,electronics,4,71,87.9,62.1,40.9,75.7,ok,Heating Element | Pressure Sensor | User Interface | Power Supply | Controller | Tip,inputVoltage: ISQ ElectricPotentialValue | thermalMass: ISQ HeatCapacityValue | externalPowerConnection | tempError ISQ ThermodynamicTemperatureValue | current ISQ ThermodynamicTemperatureValue | error ISQ ThermodynamicTemperatureValue
455,data/000455/000455.sysml,data/000455/000455.txt,agent,A,medical,3,62.9,83.2,44.4,42.5,67.2,ok,Workstation | Attacker | Patient | Network | Pump | TherapyParameters,Adverse Patient Outcome | SecureCommunicationPort | attemptInjection.injectionSuccess == true | Proceed With Hijack | currentEncryption: EncryptionLevel | outgoingMessage: CommandMessage | operationalState: String
456,data/000456/000456.sysml,data/000456/000456.txt,agent,B,medical,3,65.7,65.9,72.8,46.6,69.5,ok,BusinessLead | Assign | businessMatchingCenter | registrationCenter | eventCoordination | informationDesks,confirmationStatus: RegistrationStatus | registrationRequest: RegistrationData | setupRequirements: String | boothRequest: AreaValue | meetingSchedule: String | participantID: String
457,data/000457/000457.sysml,data/000457/000457.txt,agent,B,medical,3,58.5,66.3,56.9,36.3,63.1,ok,Hypoglossal Nerve | Sensor | Airway | ImplantablePulseGenerator | NerveCuffElectrode | RespiratorySensor,apneaPresent: Boolean • severity: Real | therapy: StimulusParameters | therapyParameters StimulusParameters | respiratoryInput RespiratoryData | therapy StimulusParameters | Genioglossus
458,data/000458/000458.sysml,data/000458/000458.txt,agent,B,medical,4,70.3,81.5,61.8,52.4,75.3,ok,Hypothermia Cap System | Controller | Sensor | Pump | Cap | TemperatureSensor,ControlSignalPort | currentTemp TemperatureValue | toleranceBand: TemperatureValue | Cooler | SystemStatus | Decision1
459,data/000459/000459.sysml,data/000459/000459.txt,agent,B,medical,3,64.6,81.4,47.7,54.1,66,ok,Impella Cardiac Support System | Motor | ImpellerAssembly | MicroaxialMotor | Blood | positionSensor,verifyPosition.positionValid | Begin Support | ControlSignalPort | verifyPosition.positionValid | verifyPosition.positionValid | evaluateAlarms.alarmLevel == AlarmLevel critical | evaluateAlarms.alarmLevel == AlarmLevel none
460,data/000460/000460.sysml,data/000460/000460.txt,agent,B,medical,4,66,74.5,53.8,61.4,70.5,ok,DiagnosticData | PacingPulse | LeadSystem | Heart | pulse | Implantable Cardioverter Defibrillator System,Sense Cardiac Activity | TherapyDeliveryPort | atrialSignal ECGSignal | ECGSignal | Decision1 | atrialInput
461,data/000461/000461.sysml,data/000461/000461.txt,agent,B,medical,4,70.5,84.2,52.7,65.3,74,ok,Detection Engine | Amplifier | Processor | Telemetry | Battery | Memory,newData: ECGWaveform | newData: ECGWaveform | Adc | Mcu | Decision1 | amplifiedOutput
462,data/000462/000462.sysml,data/000462/000462.txt,agent,B,medical,3,54,73.3,35.2,36.8,58.2,ok,Diagnostic Ultrasound | Suction Device | Fetal Monitor | Obstetrics Gynecology Instrument System | Medication Infusion | FetalHeartRateData,fetalCrownRumpLength: ISQ LengthValue | VitalSignsData | SensorDataPort | allMeasurements: BiometricMeasurements | Compile Diagnostic Report | Measure Fetal Structures
463,data/000463/000463.sysml,data/000463/000463.txt,agent,B,electronics,4,70.5,85.8,55.5,55.6,74.8,ok,Ionaco System | Air Quality Sensor | Ionization Module | Control Processor | Power Management | Distribution Fan,Determine Ionization Target | Measure Output Quality | Measure Input Quality | ControlInterfacePort | PowerInputPort | AirInletPort
464,data/000464/000464.sysml,data/000464/000464.txt,agent,B,medical,3,65.2,74.5,62.8,43.7,68.5,ok,Treatment Controller | Current Regulator | Active Electrode | Return Electrode | Impedance Sensor | Drug Reservoir,Transport Drug Ions | monitor.shouldContinue | treatmentSummary String | currentDose MassValue | targetDose MassValue | Iontophoresis System
465,data/000465/000465.sysml,data/000465/000465.txt,agent,B,medical,4,69.1,85.2,44.1,68.2,74.4,ok,Illumination Optics | Collection Optics | Power Supply | Display | Tissue | Camera,Acquire And Analyze | Illuminate Sample | Done | OpticalOutputPort | OpticalInputPort | opticalOut
466,data/000466/000466.sysml,data/000466/000466.txt,agent,B,medical,4,77.1,85.7,72.7,58.3,81.7,ok,Monitoring | Occluder | Catheter | Imaging | LeftAtrialAppendage | Blood,BloodFlowPort | flowMeasurement ResidualLeakage | targetLocation ISQ LengthValue | Done | Decision1 | flowRate: ISQ VolumeFlowRateValue
467,data/000467/000467.sysml,data/000467/000467.txt,agent,B,medical,3,64.6,77,53.2,47.7,70.3,ok,Depth Sensor | Force Sensor | Suction Cup | Battery | Piston | Motor,Measure Current Depth | chestCircumference: LengthValue | voltage: ElectricPotentialValue | Controller | Measure Current | Assign
468,data/000468/000468.sysml,data/000468/000468.txt,agent,B,medical,3,65.4,76.3,55.6,56.7,66.4,ok,Matibabu Diagnostic System | Led Emitter | Photodetector | Magnetometer | MagnetometerSensor | PhotodetectorArray,UserInterfacePort | Perform Magnetic Scan | Perform Optical Scan | fieldStrength: MagneticFieldStrength | powerConsumption: ISQ PowerValue | sensitivity: MagneticFieldStrength
469,data/000469/000469.sysml,data/000469/000469.txt,agent,B,medical,3,48.8,63.3,37,32.8,51.5,ok,Medical Device Connectivity System | Gateway | MedicalDevice | AlarmMessage | wirelessComm | VitalSignData,Check Device Status | checkDeviceStatus.healthStatus < 0.8 and checkDeviceStatus.healthStatus >= 0.5 | Degraded Operation | alertMessage AlarmMessage | patientId: PatientIdentifier | checkDeviceStatus.healthStatus >= 0.8 | Maintain Connection | checkDeviceStatus.healthStatus < 0.5 | Initiate Recovery
470,data/000470/000470.sysml,data/000470/000470.txt,agent,B,medical,3,62.6,67.2,61.4,51,64.9,ok,Control Processor | Safety Monitor | User Interface | Battery | PowerManagement | Configure,checkCompletion.isComplete == true | Finalize | PowerSupplySignal | alarmReason String | therapyOut: TherapySignal | powerOut: PowerSupplySignal | Delivery Unit
471,data/000471/000471.sysml,data/000471/000471.txt,agent,B,medical,3,63.6,76.5,52.7,45.2,69,ok,Medipines Respiratory System | Inspiratory Flow Sensor | Expiratory Flow Sensor | Airway Pressure Sensor | Inspiratory Valve | Expiratory Valve,targetFiO2: OxygenConcentration | GasDeliveryPort | targetParameters: VentilationParameters | Adjust Ventilation Parameters | Handle Alarm Condition | adjustedParameters VentilationParameters
472,data/000472/000472.sysml,data/000472/000472.txt,agent,B,medical,3,60.4,72.9,45.1,53.6,63.8,ok,MERCI Retriever System | Retriever Device | Guide Catheter | Microcatheter | AspirationPump | Thrombus,reperfusionScore TICIScore | postRetrievalFlow ISQ VolumeFlowValue | baselineFlow ISQ VolumeFlowValue | Assess Outcome | Assign | RetrievalPort
473,data/000473/000473.sysml,data/000473/000473.txt,agent,B,medical,4,67.5,80.5,60.2,45.3,71.2,ok,Mira Dry Medical System | Bio Tip | Handpiece | Console | controlProcessor | coolantReservoir,elapsedTime >= duration | Complete Treatment | vacuumLevel: VacuumPressure | operatingVoltage: ISQ ElectricPotentialValue | Emergency Shutdown | Done | Decision1
474,data/000474/000474.sysml,data/000474/000474.txt,agent,B,medical,3,56.5,72,41.6,44.4,58.8,ok,Delivery Catheter | Steering Control | Guide Sheath | Clip | MitralValve | ClipImplant,VascularAccessPort | Perform Transseptal Puncture | Establish Vascular Access | leafletsCaptured: Boolean • coaptationLength: CoaptationLength | EchocardiographicImage | Transseptal Puncture
475,data/000475/000475.sysml,data/000475/000475.txt,agent,B,medical,4,72.7,93.5,63.9,34.5,76.8,ok,Inner Mechanical Layer | Exhalation Valve | ElectrostaticFilterLayer | MechanicalFilterLayer | FacialSealAssembly | RetentionStrapSystem,noseClipAdjustment: ISQ LengthValue | totalEfficiency FiltrationEfficiency | sealPressure: ISQ PressureValue | particleCaptureSize: ParticleDiameter | outlet | inlet
476,data/000476/000476.sysml,data/000476/000476.txt,agent,B,medical,3,64.5,89.1,41,41.2,70.3,ok,Nail Brace System | Adjuster | Nail | Wire | TensionAdjuster | AnchorHook,cycleCount >= maxCycles and not correctionComplete | Failure | MechanicalCouplingPort | attachmentStrength: ForceValue | elasticModulus: PressureValue | adjustmentRange: ForceValue | maxTreatmentCycles: Integer
